state,year,week,week_cases,m_accum,f_accum,cases_accum
Michoacán,2013,28,,,,53.0
Morelos,2013,28,,,,3.0
Nayarit,2013,28,,,,
Nuevo León,2013,28,,,,12.0
Oaxaca,2013,28,,,,
Puebla,2013,28,,,,
Querétaro,2013,28,,,,
Quintana Roo,2013,28,,,,
San Luis Potosí,2013,28,,,,
Sinaloa,2013,28,,,,10.0
Sonora,2013,28,,,,41.0
Tabasco,2013,28,,,,
Tamaulipas,2013,28,,,,
Tlaxcala,2013,28,,,,
Veracruz,2013,28,,,,
Yucatán,2013,28,,,,
Zacatecas,2013,28,,,,1.0
Aguascalientes,2013,29,,,,
Baja California,2013,29,,,,359.0
Baja California Sur,2013,29,,,,37.0
Campeche,2013,29,,,,2.0
Coahuila,2013,29,,,,151.0
Colima,2013,29,,,,
Chiapas,2013,29,,,,
Chihuahua,2013,29,,,,2.0
Distrito Federal,2013,29,,,,
Durango,2013,29,,,,
Guanajuato,2013,29,,,,4.0
Guerrero,2013,29,,,,5.0
Hidalgo,2013,29,,,,
Jalisco,2013,29,,,,1.0
México,2013,29,,,,1.0
Michoacán,2013,29,,,,55.0
Morelos,2013,29,,,,3.0
Nayarit,2013,29,,,,
Nuevo León,2013,29,,,,12.0
Oaxaca,2013,29,,,,
Puebla,2013,29,,,,
Querétaro,2013,29,,,,
Quintana Roo,2013,29,,,,
San Luis Potosí,2013,29,,,,
Sinaloa,2013,29,,,,10.0
Sonora,2013,29,,,,45.0
Tabasco,2013,29,,,,
Tamaulipas,2013,29,,,,
Tlaxcala,2013,29,,,,
Veracruz,2013,29,,,,
Yucatán,2013,29,,,,
Zacatecas,2013,29,,,,1.0
Aguascalientes,2013,30,,,,
Baja California,2013,30,,,,370.0
Baja California Sur,2013,30,,,,37.0
Campeche,2013,30,,,,2.0
Coahuila,2013,30,,,,151.0
Colima,2013,30,,,,
Chiapas,2013,30,,,,
Chihuahua,2013,30,,,,2.0
Distrito Federal,2013,30,,,,
Durango,2013,30,,,,
Guanajuato,2013,30,,,,4.0
Guerrero,2013,30,,,,5.0
Hidalgo,2013,30,,,,
Jalisco,2013,30,,,,1.0
México,2013,30,,,,1.0
Michoacán,2013,30,,,,55.0
Morelos,2013,30,,,,3.0
Nayarit,2013,30,,,,
Nuevo León,2013,30,,,,12.0
Oaxaca,2013,30,,,,
Puebla,2013,30,,,,
Querétaro,2013,30,,,,
Quintana Roo,2013,30,,,,
San Luis Potosí,2013,30,,,,
Sinaloa,2013,30,,,,10.0
Sonora,2013,30,,,,49.0
Tabasco,2013,30,,,,
Tamaulipas,2013,30,,,,
Tlaxcala,2013,30,,,,
Veracruz,2013,30,,,,
Yucatán,2013,30,,,,
Zacatecas,2013,30,,,,1.0
Aguascalientes,2013,31,,,,
Baja California,2013,31,,,,377.0
Baja California Sur,2013,31,,,,38.0
Campeche,2013,31,,,,2.0
Coahuila,2013,31,,,,154.0
Colima,2013,31,,,,
Chiapas,2013,31,,,,
Chihuahua,2013,31,,,,2.0
Distrito Federal,2013,31,,,,
Durango,2013,31,,,,
Guanajuato,2013,31,,,,4.0
Guerrero,2013,31,,,,5.0
Hidalgo,2013,31,,,,
Jalisco,2013,31,,,,1.0
México,2013,31,,,,1.0
Michoacán,2013,31,,,,55.0
Morelos,2013,31,,,,3.0
Nayarit,2013,31,,,,
Nuevo León,2013,31,,,,12.0
Oaxaca,2013,31,,,,
Puebla,2013,31,,,,
Querétaro,2013,31,,,,
Quintana Roo,2013,31,,,,
San Luis Potosí,2013,31,,,,
Sinaloa,2013,31,,,,10.0
Sonora,2013,31,,,,50.0
Tabasco,2013,31,,,,
Tamaulipas,2013,31,,,,
Tlaxcala,2013,31,,,,
Veracruz,2013,31,,,,
Yucatán,2013,31,,,,
Zacatecas,2013,31,,,,1.0
Aguascalientes,2013,32,,,,
Baja California,2013,32,,,,388.0
Baja California Sur,2013,32,,,,38.0
Campeche,2013,32,,,,2.0
Coahuila,2013,32,,,,159.0
Colima,2013,32,,,,
Chiapas,2013,32,,,,
Chihuahua,2013,32,,,,2.0
Distrito Federal,2013,32,,,,
Durango,2013,32,,,,
Guanajuato,2013,32,,,,4.0
Guerrero,2013,32,,,,5.0
Hidalgo,2013,32,,,,
Jalisco,2013,32,,,,1.0
México,2013,32,,,,1.0
Michoacán,2013,32,,,,55.0
Morelos,2013,32,,,,3.0
Nayarit,2013,32,,,,
Nuevo León,2013,32,,,,14.0
Oaxaca,2013,32,,,,
Puebla,2013,32,,,,
Querétaro,2013,32,,,,
Quintana Roo,2013,32,,,,
San Luis Potosí,2013,32,,,,
Sinaloa,2013,32,,,,12.0
Sonora,2013,32,,,,53.0
Tabasco,2013,32,,,,
Tamaulipas,2013,32,,,,
Tlaxcala,2013,32,,,,
Veracruz,2013,32,,,,
Yucatán,2013,32,,,,
Zacatecas,2013,32,,,,1.0
Aguascalientes,2013,33,,,,
Baja California,2013,33,,,,406.0
Baja California Sur,2013,33,,,,39.0
Campeche,2013,33,,,,2.0
Coahuila,2013,33,,,,160.0
Colima,2013,33,,,,
Chiapas,2013,33,,,,
Chihuahua,2013,33,,,,2.0
Distrito Federal,2013,33,,,,
Durango,2013,33,,,,
Guanajuato,2013,33,,,,4.0
Guerrero,2013,33,,,,5.0
Hidalgo,2013,33,,,,
Jalisco,2013,33,,,,1.0
México,2013,33,,,,1.0
Michoacán,2013,33,,,,55.0
Morelos,2013,33,,,,3.0
Nayarit,2013,33,,,,
Nuevo León,2013,33,,,,15.0
Oaxaca,2013,33,,,,
Puebla,2013,33,,,,
Querétaro,2013,33,,,,
Quintana Roo,2013,33,,,,
San Luis Potosí,2013,33,,,,
Sinaloa,2013,33,,,,13.0
Sonora,2013,33,,,,55.0
Tabasco,2013,33,,,,
Tamaulipas,2013,33,,,,
Tlaxcala,2013,33,,,,
Veracruz,2013,33,,,,
Yucatán,2013,33,,,,
Zacatecas,2013,33,,,,1.0
Aguascalientes,2013,34,,,,
Baja California,2013,34,,,,420.0
Baja California Sur,2013,34,,,,40.0
Campeche,2013,34,,,,2.0
Coahuila,2013,34,,,,162.0
Colima,2013,34,,,,
Chiapas,2013,34,,,,
Chihuahua,2013,34,,,,2.0
Distrito Federal,2013,34,,,,
Durango,2013,34,,,,
Guanajuato,2013,34,,,,4.0
Guerrero,2013,34,,,,6.0
Hidalgo,2013,34,,,,
Jalisco,2013,34,,,,1.0
México,2013,34,,,,1.0
Michoacán,2013,34,,,,58.0
Morelos,2013,34,,,,3.0
Nayarit,2013,34,,,,
Nuevo León,2013,34,,,,17.0
Oaxaca,2013,34,,,,
Puebla,2013,34,,,,
Querétaro,2013,34,,,,
Quintana Roo,2013,34,,,,
San Luis Potosí,2013,34,,,,
Sinaloa,2013,34,,,,14.0
Sonora,2013,34,,,,57.0
Tabasco,2013,34,,,,
Tamaulipas,2013,34,,,,
Tlaxcala,2013,34,,,,
Veracruz,2013,34,,,,
Yucatán,2013,34,,,,
Zacatecas,2013,34,,,,1.0
Aguascalientes,2013,35,,,,
Baja California,2013,35,,,,434.0
Baja California Sur,2013,35,,,,41.0
Campeche,2013,35,,,,2.0
Coahuila,2013,35,,,,167.0
Colima,2013,35,,,,
Chiapas,2013,35,,,,
Chihuahua,2013,35,,,,2.0
Distrito Federal,2013,35,,,,
Durango,2013,35,,,,
Guanajuato,2013,35,,,,4.0
Guerrero,2013,35,,,,6.0
Hidalgo,2013,35,,,,
Jalisco,2013,35,,,,1.0
México,2013,35,,,,1.0
Michoacán,2013,35,,,,59.0
Morelos,2013,35,,,,3.0
Nayarit,2013,35,,,,
Nuevo León,2013,35,,,,17.0
Oaxaca,2013,35,,,,
Puebla,2013,35,,,,
Querétaro,2013,35,,,,
Quintana Roo,2013,35,,,,
San Luis Potosí,2013,35,,,,
Sinaloa,2013,35,,,,14.0
Sonora,2013,35,,,,59.0
Tabasco,2013,35,,,,
Tamaulipas,2013,35,,,,
Tlaxcala,2013,35,,,,
Veracruz,2013,35,,,,
Yucatán,2013,35,,,,
Zacatecas,2013,35,,,,1.0
Aguascalientes,2013,36,,,,
Baja California,2013,36,,,,454.0
Baja California Sur,2013,36,,,,42.0
Campeche,2013,36,,,,2.0
Coahuila,2013,36,,,,170.0
Colima,2013,36,,,,
Chiapas,2013,36,,,,
Chihuahua,2013,36,,,,2.0
Distrito Federal,2013,36,,,,
Durango,2013,36,,,,
Guanajuato,2013,36,,,,4.0
Guerrero,2013,36,,,,6.0
Hidalgo,2013,36,,,,
Jalisco,2013,36,,,,1.0
México,2013,36,,,,1.0
Michoacán,2013,36,,,,61.0
Morelos,2013,36,,,,3.0
Nayarit,2013,36,,,,
Nuevo León,2013,36,,,,19.0
Oaxaca,2013,36,,,,
Puebla,2013,36,,,,
Querétaro,2013,36,,,,
Quintana Roo,2013,36,,,,
San Luis Potosí,2013,36,,,,
Sinaloa,2013,36,,,,14.0
Sonora,2013,36,,,,61.0
Tabasco,2013,36,,,,
Tamaulipas,2013,36,,,,
Tlaxcala,2013,36,,,,
Veracruz,2013,36,,,,
Yucatán,2013,36,,,,
Zacatecas,2013,36,,,,1.0
Aguascalientes,2013,37,,,,
Baja California,2013,37,,,,460.0
Baja California Sur,2013,37,,,,43.0
Campeche,2013,37,,,,2.0
Coahuila,2013,37,,,,174.0
Colima,2013,37,,,,
Chiapas,2013,37,,,,
Chihuahua,2013,37,,,,2.0
Distrito Federal,2013,37,,,,
Durango,2013,37,,,,
Guanajuato,2013,37,,,,4.0
Guerrero,2013,37,,,,6.0
Hidalgo,2013,37,,,,
Jalisco,2013,37,,,,1.0
México,2013,37,,,,1.0
Michoacán,2013,37,,,,61.0
Morelos,2013,37,,,,3.0
Nayarit,2013,37,,,,
Nuevo León,2013,37,,,,19.0
Oaxaca,2013,37,,,,
Puebla,2013,37,,,,
Querétaro,2013,37,,,,
Quintana Roo,2013,37,,,,
San Luis Potosí,2013,37,,,,
Sinaloa,2013,37,,,,14.0
Sonora,2013,37,,,,62.0
Tabasco,2013,37,,,,
Tamaulipas,2013,37,,,,
Tlaxcala,2013,37,,,,
Veracruz,2013,37,,,,
Yucatán,2013,37,,,,
Zacatecas,2013,37,,,,1.0
Aguascalientes,2013,38,,,,
Baja California,2013,38,,,,466.0
Baja California Sur,2013,38,,,,44.0
Campeche,2013,38,,,,2.0
Coahuila,2013,38,,,,175.0
Colima,2013,38,,,,
Chiapas,2013,38,,,,
Chihuahua,2013,38,,,,2.0
Distrito Federal,2013,38,,,,
Durango,2013,38,,,,1.0
Guanajuato,2013,38,,,,4.0
Guerrero,2013,38,,,,6.0
Hidalgo,2013,38,,,,
Jalisco,2013,38,,,,1.0
México,2013,38,,,,1.0
Michoacán,2013,38,,,,62.0
Morelos,2013,38,,,,3.0
Nayarit,2013,38,,,,
Nuevo León,2013,38,,,,19.0
Oaxaca,2013,38,,,,
Puebla,2013,38,,,,
Querétaro,2013,38,,,,
Quintana Roo,2013,38,,,,
San Luis Potosí,2013,38,,,,
Sinaloa,2013,38,,,,15.0
Sonora,2013,38,,,,62.0
Tabasco,2013,38,,,,
Tamaulipas,2013,38,,,,
Tlaxcala,2013,38,,,,
Veracruz,2013,38,,,,
Yucatán,2013,38,,,,
Zacatecas,2013,38,,,,1.0
Aguascalientes,2013,39,,,,
Baja California,2013,39,,,,474.0
Baja California Sur,2013,39,,,,46.0
Campeche,2013,39,,,,2.0
Coahuila,2013,39,,,,175.0
Colima,2013,39,,,,
Chiapas,2013,39,,,,
Chihuahua,2013,39,,,,2.0
Distrito Federal,2013,39,,,,
Durango,2013,39,,,,1.0
Guanajuato,2013,39,,,,4.0
Guerrero,2013,39,,,,6.0
Hidalgo,2013,39,,,,
Jalisco,2013,39,,,,1.0
México,2013,39,,,,1.0
Michoacán,2013,39,,,,62.0
Morelos,2013,39,,,,3.0
Nayarit,2013,39,,,,
Nuevo León,2013,39,,,,20.0
Oaxaca,2013,39,,,,
Puebla,2013,39,,,,
Querétaro,2013,39,,,,
Quintana Roo,2013,39,,,,
San Luis Potosí,2013,39,,,,
Sinaloa,2013,39,,,,16.0
Sonora,2013,39,,,,64.0
Tabasco,2013,39,,,,
Tamaulipas,2013,39,,,,
Tlaxcala,2013,39,,,,
Veracruz,2013,39,,,,
Yucatán,2013,39,,,,
Zacatecas,2013,39,,,,1.0
Aguascalientes,2013,40,,,,
Baja California,2013,40,,,,480.0
Baja California Sur,2013,40,,,,47.0
Campeche,2013,40,,,,2.0
Coahuila,2013,40,,,,179.0
Colima,2013,40,,,,
Chiapas,2013,40,,,,
Chihuahua,2013,40,,,,2.0
Distrito Federal,2013,40,,,,
Durango,2013,40,,,,1.0
Guanajuato,2013,40,,,,5.0
Guerrero,2013,40,,,,6.0
Hidalgo,2013,40,,,,
Jalisco,2013,40,,,,1.0
México,2013,40,,,,1.0
Michoacán,2013,40,,,,62.0
Morelos,2013,40,,,,3.0
Nayarit,2013,40,,,,
Nuevo León,2013,40,,,,22.0
Oaxaca,2013,40,,,,
Puebla,2013,40,,,,
Querétaro,2013,40,,,,
Quintana Roo,2013,40,,,,
San Luis Potosí,2013,40,,,,
Sinaloa,2013,40,,,,16.0
Sonora,2013,40,,,,69.0
Tabasco,2013,40,,,,
Tamaulipas,2013,40,,,,
Tlaxcala,2013,40,,,,
Veracruz,2013,40,,,,
Yucatán,2013,40,,,,
Zacatecas,2013,40,,,,1.0
Aguascalientes,2013,41,,,,
Baja California,2013,41,,,,493.0
Baja California Sur,2013,41,,,,47.0
Campeche,2013,41,,,,2.0
Coahuila,2013,41,,,,179.0
Colima,2013,41,,,,
Chiapas,2013,41,,,,
Chihuahua,2013,41,,,,2.0
Distrito Federal,2013,41,,,,
Durango,2013,41,,,,1.0
Guanajuato,2013,41,,,,5.0
Guerrero,2013,41,,,,6.0
Hidalgo,2013,41,,,,
Jalisco,2013,41,,,,1.0
México,2013,41,,,,1.0
Michoacán,2013,41,,,,62.0
Morelos,2013,41,,,,3.0
Nayarit,2013,41,,,,
Nuevo León,2013,41,,,,22.0
Oaxaca,2013,41,,,,
Puebla,2013,41,,,,
Querétaro,2013,41,,,,
Quintana Roo,2013,41,,,,
San Luis Potosí,2013,41,,,,
Sinaloa,2013,41,,,,18.0
Sonora,2013,41,,,,71.0
Tabasco,2013,41,,,,
Tamaulipas,2013,41,,,,
Tlaxcala,2013,41,,,,
Veracruz,2013,41,,,,
Yucatán,2013,41,,,,
Zacatecas,2013,41,,,,1.0
Aguascalientes,2013,42,,,,
Baja California,2013,42,,,,502.0
Baja California Sur,2013,42,,,,48.0
Campeche,2013,42,,,,2.0
Coahuila,2013,42,,,,179.0
Colima,2013,42,,,,
Chiapas,2013,42,,,,
Chihuahua,2013,42,,,,2.0
Distrito Federal,2013,42,,,,
Durango,2013,42,,,,1.0
Guanajuato,2013,42,,,,5.0
Guerrero,2013,42,,,,6.0
Hidalgo,2013,42,,,,
Jalisco,2013,42,,,,1.0
México,2013,42,,,,1.0
Michoacán,2013,42,,,,62.0
Morelos,2013,42,,,,3.0
Nayarit,2013,42,,,,
Nuevo León,2013,42,,,,22.0
Oaxaca,2013,42,,,,
Puebla,2013,42,,,,
Querétaro,2013,42,,,,
Quintana Roo,2013,42,,,,
San Luis Potosí,2013,42,,,,
Sinaloa,2013,42,,,,18.0
Sonora,2013,42,,,,72.0
Tabasco,2013,42,,,,
Tamaulipas,2013,42,,,,
Tlaxcala,2013,42,,,,
Veracruz,2013,42,,,,
Yucatán,2013,42,,,,
Zacatecas,2013,42,,,,2.0
Aguascalientes,2013,43,,,,
Baja California,2013,43,,,,504.0
Baja California Sur,2013,43,,,,48.0
Campeche,2013,43,,,,2.0
Coahuila,2013,43,,,,182.0
Colima,2013,43,,,,
Chiapas,2013,43,,,,
Chihuahua,2013,43,,,,2.0
Distrito Federal,2013,43,,,,
Durango,2013,43,,,,1.0
Guanajuato,2013,43,,,,5.0
Guerrero,2013,43,,,,6.0
Hidalgo,2013,43,,,,
Jalisco,2013,43,,,,1.0
México,2013,43,,,,1.0
Michoacán,2013,43,,,,62.0
Morelos,2013,43,,,,3.0
Nayarit,2013,43,,,,
Nuevo León,2013,43,,,,22.0
Oaxaca,2013,43,,,,
Puebla,2013,43,,,,
Querétaro,2013,43,,,,
Quintana Roo,2013,43,,,,
San Luis Potosí,2013,43,,,,
Sinaloa,2013,43,,,,19.0
Sonora,2013,43,,,,74.0
Tabasco,2013,43,,,,
Tamaulipas,2013,43,,,,
Tlaxcala,2013,43,,,,
Veracruz,2013,43,,,,
Yucatán,2013,43,,,,
Zacatecas,2013,43,,,,2.0
Aguascalientes,2013,44,,,,
Baja California,2013,44,,,,510.0
Baja California Sur,2013,44,,,,49.0
Campeche,2013,44,,,,2.0
Coahuila,2013,44,,,,186.0
Colima,2013,44,,,,
Chiapas,2013,44,,,,
Chihuahua,2013,44,,,,2.0
Distrito Federal,2013,44,,,,
Durango,2013,44,,,,1.0
Guanajuato,2013,44,,,,5.0
Guerrero,2013,44,,,,6.0
Hidalgo,2013,44,,,,
Jalisco,2013,44,,,,1.0
México,2013,44,,,,1.0
Michoacán,2013,44,,,,62.0
Morelos,2013,44,,,,3.0
Nayarit,2013,44,,,,
Nuevo León,2013,44,,,,23.0
Oaxaca,2013,44,,,,
Puebla,2013,44,,,,
Querétaro,2013,44,,,,
Quintana Roo,2013,44,,,,1.0
San Luis Potosí,2013,44,,,,
Sinaloa,2013,44,,,,21.0
Sonora,2013,44,,,,74.0
Tabasco,2013,44,,,,
Tamaulipas,2013,44,,,,
Tlaxcala,2013,44,,,,
Veracruz,2013,44,,,,
Yucatán,2013,44,,,,
Zacatecas,2013,44,,,,2.0
Aguascalientes,2013,45,,,,
Baja California,2013,45,,,,516.0
Baja California Sur,2013,45,,,,49.0
Campeche,2013,45,,,,2.0
Coahuila,2013,45,,,,187.0
Colima,2013,45,,,,
Chiapas,2013,45,,,,
Chihuahua,2013,45,,,,2.0
Distrito Federal,2013,45,,,,
Durango,2013,45,,,,1.0
Guanajuato,2013,45,,,,5.0
Guerrero,2013,45,,,,6.0
Hidalgo,2013,45,,,,
Jalisco,2013,45,,,,1.0
México,2013,45,,,,1.0
Michoacán,2013,45,,,,62.0
Morelos,2013,45,,,,3.0
Nayarit,2013,45,,,,
Nuevo León,2013,45,,,,28.0
Oaxaca,2013,45,,,,
Puebla,2013,45,,,,
Querétaro,2013,45,,,,
Quintana Roo,2013,45,,,,1.0
San Luis Potosí,2013,45,,,,
Sinaloa,2013,45,,,,23.0
Sonora,2013,45,,,,75.0
Tabasco,2013,45,,,,
Tamaulipas,2013,45,,,,
Tlaxcala,2013,45,,,,
Veracruz,2013,45,,,,
Yucatán,2013,45,,,,
Zacatecas,2013,45,,,,2.0
Aguascalientes,2013,46,,,,
Baja California,2013,46,,,,520.0
Baja California Sur,2013,46,,,,52.0
Campeche,2013,46,,,,2.0
Coahuila,2013,46,,,,188.0
Colima,2013,46,,,,
Chiapas,2013,46,,,,
Chihuahua,2013,46,,,,2.0
Distrito Federal,2013,46,,,,
Durango,2013,46,,,,1.0
Guanajuato,2013,46,,,,5.0
Guerrero,2013,46,,,,6.0
Hidalgo,2013,46,,,,
Jalisco,2013,46,,,,1.0
México,2013,46,,,,1.0
Michoacán,2013,46,,,,62.0
Morelos,2013,46,,,,3.0
Nayarit,2013,46,,,,
Nuevo León,2013,46,,,,28.0
Oaxaca,2013,46,,,,
Puebla,2013,46,,,,
Querétaro,2013,46,,,,
Quintana Roo,2013,46,,,,1.0
San Luis Potosí,2013,46,,,,
Sinaloa,2013,46,,,,23.0
Sonora,2013,46,,,,77.0
Tabasco,2013,46,,,,
Tamaulipas,2013,46,,,,
Tlaxcala,2013,46,,,,
Veracruz,2013,46,,,,
Yucatán,2013,46,,,,
Zacatecas,2013,46,,,,2.0
Aguascalientes,2013,47,,,,
Baja California,2013,47,,,,526.0
Baja California Sur,2013,47,,,,54.0
Campeche,2013,47,,,,2.0
Coahuila,2013,47,,,,192.0
Colima,2013,47,,,,
Chiapas,2013,47,,,,
Chihuahua,2013,47,,,,2.0
Distrito Federal,2013,47,,,,
Durango,2013,47,,,,1.0
Guanajuato,2013,47,,,,5.0
Guerrero,2013,47,,,,6.0
Hidalgo,2013,47,,,,
Jalisco,2013,47,,,,1.0
México,2013,47,,,,1.0
Michoacán,2013,47,,,,63.0
Morelos,2013,47,,,,3.0
Nayarit,2013,47,,,,
Nuevo León,2013,47,,,,28.0
Oaxaca,2013,47,,,,
Puebla,2013,47,,,,
Querétaro,2013,47,,,,1.0
Quintana Roo,2013,47,,,,
San Luis Potosí,2013,47,,,,23.0
Sinaloa,2013,47,,,,78.0
Sonora,2013,47,,,,
Tabasco,2013,47,,,,
Tamaulipas,2013,47,,,,
Tlaxcala,2013,47,,,,
Veracruz,2013,47,,,,
Yucatán,2013,47,,,,2.0
Zacatecas,2013,47,,,,988.0
Aguascalientes,2013,48,,,,
Baja California,2013,48,,,,529.0
Baja California Sur,2013,48,,,,54.0
Campeche,2013,48,,,,2.0
Coahuila,2013,48,,,,192.0
Colima,2013,48,,,,
Chiapas,2013,48,,,,
Chihuahua,2013,48,,,,2.0
Distrito Federal,2013,48,,,,
Durango,2013,48,,,,1.0
Guanajuato,2013,48,,,,5.0
Guerrero,2013,48,,,,6.0
Hidalgo,2013,48,,,,
Jalisco,2013,48,,,,1.0
México,2013,48,,,,1.0
Michoacán,2013,48,,,,64.0
Morelos,2013,48,,,,3.0
Nayarit,2013,48,,,,
Nuevo León,2013,48,,,,28.0
Oaxaca,2013,48,,,,
Puebla,2013,48,,,,
Querétaro,2013,48,,,,
Quintana Roo,2013,48,,,,1.0
San Luis Potosí,2013,48,,,,
Sinaloa,2013,48,,,,23.0
Sonora,2013,48,,,,79.0
Tabasco,2013,48,,,,
Tamaulipas,2013,48,,,,
Tlaxcala,2013,48,,,,
Veracruz,2013,48,,,,
Yucatán,2013,48,,,,
Zacatecas,2013,48,,,,2.0
Aguascalientes,2013,49,,,,
Baja California,2013,49,,,,535.0
Baja California Sur,2013,49,,,,54.0
Campeche,2013,49,,,,2.0
Coahuila,2013,49,,,,192.0
Colima,2013,49,,,,
Chiapas,2013,49,,,,
Chihuahua,2013,49,,,,2.0
Distrito Federal,2013,49,,,,
Durango,2013,49,,,,1.0
Guanajuato,2013,49,,,,5.0
Guerrero,2013,49,,,,7.0
Hidalgo,2013,49,,,,
Jalisco,2013,49,,,,1.0
México,2013,49,,,,1.0
Michoacán,2013,49,,,,64.0
Morelos,2013,49,,,,3.0
Nayarit,2013,49,,,,
Nuevo León,2013,49,,,,28.0
Oaxaca,2013,49,,,,
Puebla,2013,49,,,,
Querétaro,2013,49,,,,
Quintana Roo,2013,49,,,,1.0
San Luis Potosí,2013,49,,,,
Sinaloa,2013,49,,,,23.0
Sonora,2013,49,,,,81.0
Tabasco,2013,49,,,,
Tamaulipas,2013,49,,,,
Tlaxcala,2013,49,,,,
Veracruz,2013,49,,,,
Yucatán,2013,49,,,,
Zacatecas,2013,49,,,,2.0
Aguascalientes,2013,50,,,,
Baja California,2013,50,,,,543.0
Baja California Sur,2013,50,,,,54.0
Campeche,2013,50,,,,2.0
Coahuila,2013,50,,,,192.0
Colima,2013,50,,,,
Chiapas,2013,50,,,,
Chihuahua,2013,50,,,,2.0
Distrito Federal,2013,50,,,,
Durango,2013,50,,,,1.0
Guanajuato,2013,50,,,,5.0
Guerrero,2013,50,,,,7.0
Hidalgo,2013,50,,,,
Jalisco,2013,50,,,,1.0
México,2013,50,,,,1.0
Michoacán,2013,50,,,,67.0
Morelos,2013,50,,,,3.0
Nayarit,2013,50,,,,
Nuevo León,2013,50,,,,28.0
Oaxaca,2013,50,,,,
Puebla,2013,50,,,,
Querétaro,2013,50,,,,
Quintana Roo,2013,50,,,,1.0
San Luis Potosí,2013,50,,,,
Sinaloa,2013,50,,,,23.0
Sonora,2013,50,,,,81.0
Tabasco,2013,50,,,,
Tamaulipas,2013,50,,,,
Tlaxcala,2013,50,,,,
Veracruz,2013,50,,,,
Yucatán,2013,50,,,,
Zacatecas,2013,50,,,,2.0
Aguascalientes,2013,51,,,,
Baja California,2013,51,,,,547.0
Baja California Sur,2013,51,,,,54.0
Campeche,2013,51,,,,2.0
Coahuila,2013,51,,,,192.0
Colima,2013,51,,,,
Chiapas,2013,51,,,,
Chihuahua,2013,51,,,,2.0
Distrito Federal,2013,51,,,,
Durango,2013,51,,,,1.0
Guanajuato,2013,51,,,,5.0
Guerrero,2013,51,,,,7.0
Hidalgo,2013,51,,,,
Jalisco,2013,51,,,,1.0
México,2013,51,,,,1.0
Michoacán,2013,51,,,,68.0
Morelos,2013,51,,,,3.0
Nayarit,2013,51,,,,
Nuevo León,2013,51,,,,28.0
Oaxaca,2013,51,,,,
Puebla,2013,51,,,,
Querétaro,2013,51,,,,
Quintana Roo,2013,51,,,,1.0
San Luis Potosí,2013,51,,,,
Sinaloa,2013,51,,,,23.0
Sonora,2013,51,,,,81.0
Tabasco,2013,51,,,,
Tamaulipas,2013,51,,,,
Tlaxcala,2013,51,,,,
Veracruz,2013,51,,,,
Yucatán,2013,51,,,,
Zacatecas,2013,51,,,,2.0
Aguascalientes,2013,52,,,,
Baja California,2013,52,,,,555.0
Baja California Sur,2013,52,,,,54.0
Campeche,2013,52,,,,2.0
Coahuila,2013,52,,,,192.0
Colima,2013,52,,,,
Chiapas,2013,52,,,,
Chihuahua,2013,52,,,,2.0
Distrito Federal,2013,52,,,,
Durango,2013,52,,,,1.0
Guanajuato,2013,52,,,,6.0
Guerrero,2013,52,,,,7.0
Hidalgo,2013,52,,,,
Jalisco,2013,52,,,,1.0
México,2013,52,,,,1.0
Michoacán,2013,52,,,,68.0
Morelos,2013,52,,,,3.0
Nayarit,2013,52,,,,
Nuevo León,2013,52,,,,28.0
Oaxaca,2013,52,,,,
Puebla,2013,52,,,,
Querétaro,2013,52,,,,
Quintana Roo,2013,52,,,,1.0
San Luis Potosí,2013,52,,,,
Sinaloa,2013,52,,,,23.0
Sonora,2013,52,,,,81.0
Tabasco,2013,52,,,,
Tamaulipas,2013,52,,,,
Tlaxcala,2013,52,,,,
Veracruz,2013,52,,,,
Yucatán,2013,52,,,,
Zacatecas,2013,52,,,,2.0
Aguascalientes,2013,53,,,,
Baja California,2013,53,,,,559.0
Baja California Sur,2013,53,,,,54.0
Campeche,2013,53,,,,2.0
Coahuila,2013,53,,,,193.0
Colima,2013,53,,,,
Chiapas,2013,53,,,,
Chihuahua,2013,53,,,,2.0
Distrito Federal,2013,53,,,,
Durango,2013,53,,,,1.0
Guanajuato,2013,53,,,,6.0
Guerrero,2013,53,,,,7.0
Hidalgo,2013,53,,,,
Jalisco,2013,53,,,,1.0
México,2013,53,,,,1.0
Michoacán,2013,53,,,,68.0
Morelos,2013,53,,,,3.0
Nayarit,2013,53,,,,
Nuevo León,2013,53,,,,28.0
Oaxaca,2013,53,,,,
Puebla,2013,53,,,,
Querétaro,2013,53,,,,
Quintana Roo,2013,53,,,,1.0
San Luis Potosí,2013,53,,,,
Sinaloa,2013,53,,,,23.0
Sonora,2013,53,,,,81.0
Tabasco,2013,53,,,,
Tamaulipas,2013,53,,,,
Tlaxcala,2013,53,,,,
Veracruz,2013,53,,,,
Yucatán,2013,53,,,,
Zacatecas,2013,53,,,,2.0
Aguascalientes,2014,2,,,,
Baja California,2014,2,2.0,1.0,1.0,
Baja California Sur,2014,2,,,,
Campeche,2014,2,,,,
Coahuila,2014,2,,,,
Colima,2014,2,,,,
Chiapas,2014,2,,,,
Chihuahua,2014,2,,,,
Distrito Federal,2014,2,,,,
Durango,2014,2,,,,
Guanajuato,2014,2,,,,
Guerrero,2014,2,,,,
Hidalgo,2014,2,,,,
Jalisco,2014,2,,,,
México,2014,2,,,,
Michoacán,2014,2,1.0,,1.0,
