Reporting Area,MMWR Year,MMWR Week,"Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Current week","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2016","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2016, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2015","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2015, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Current week","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2016","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2016, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2015","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2015, flag","Syphilis, primary and secondary, Current week","Syphilis, primary and secondary, Current week, flag","Syphilis, primary and secondary, Previous 52 weeks Med","Syphilis, primary and secondary, Previous 52 weeks Med, flag","Syphilis, primary and secondary, Previous 52 weeks Max","Syphilis, primary and secondary, Previous 52 weeks Max, flag","Syphilis, primary and secondary, Cum 2016","Syphilis, primary and secondary, Cum 2016, flag","Syphilis, primary and secondary, Cum 2015","Syphilis, primary and secondary, Cum 2015, flag",Location 1,Location 2
KANSAS,2016,2,,-,0,,1,,,-,,-,,-,2,,13,,,-,,-,,-,1,,5,,1,,4,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""KANSAS"",""zip"":""""}', 'latitude': '38.345528', 'longitude': '-98.201847', 'needs_recoding': False}",
MINNESOTA,2016,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,11,,,-,5,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MINNESOTA"",""zip"":""""}', 'latitude': '44.943719', 'longitude': '-93.094281', 'needs_recoding': False}",
MISSOURI,2016,2,,-,0,,2,,,-,,-,,-,4,,18,,,-,1,,4,,6,,13,,9,,9,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MISSOURI"",""zip"":""""}', 'latitude': '38.636168', 'longitude': '-92.566292', 'needs_recoding': False}",
NEBRASKA,2016,2,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,,-,0,,4,,,-,1,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NEBRASKA"",""zip"":""""}', 'latitude': '41.640503', 'longitude': '-99.367122', 'needs_recoding': False}",
NORTH DAKOTA,2016,2,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NORTH DAKOTA"",""zip"":""""}', 'latitude': '47.475879', 'longitude': '-100.121011', 'needs_recoding': False}",
SOUTH DAKOTA,2016,2,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,,-,5,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""SOUTH DAKOTA"",""zip"":""""}', 'latitude': '44.35371', 'longitude': '-100.373709', 'needs_recoding': False}",
S. ATLANTIC,2016,2,,-,0,,5,,,-,1,,,-,9,,79,,,-,6,,21,,109,,152,,40,,172,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
DELAWARE,2016,2,,-,0,,0,,,-,,-,,-,0,,3,,,-,,-,,-,1,,10,,,-,,-,"{'human_address': '{""address"":"""",""city"":"""",""state"":""DELAWARE"",""zip"":""""}', 'latitude': '39.008676', 'longitude': '-75.574561', 'needs_recoding': False}",
DIST. OF COL.,2016,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,,-,7,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""DIST. OF COL."",""zip"":""""}', 'needs_recoding': False}",
FLORIDA,2016,2,,-,0,,1,,,-,,-,,-,0,,5,,,-,2,,3,,38,,55,,10,,60,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""FLORIDA"",""zip"":""""}', 'latitude': '28.915325', 'longitude': '-81.922409', 'needs_recoding': False}",
GEORGIA,2016,2,,-,0,,5,,,-,1,,,-,0,,0,,,-,,-,,-,27,,43,,,-,46,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""GEORGIA"",""zip"":""""}', 'latitude': '32.836038', 'longitude': '-83.631709', 'needs_recoding': False}",
MARYLAND,2016,2,,-,0,,0,,,-,,-,,-,0,,3,,,-,,-,,-,8,,19,,,-,3,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MARYLAND"",""zip"":""""}', 'latitude': '39.290443', 'longitude': '-76.612333', 'needs_recoding': False}",
NORTH CAROLINA,2016,2,,-,0,,1,,,-,,-,,-,4,,67,,,-,2,,,-,20,,55,,,-,37,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NORTH CAROLINA"",""zip"":""""}', 'latitude': '35.47995', 'longitude': '-79.180571', 'needs_recoding': False}",
SOUTH CAROLINA,2016,2,,-,0,,1,,,-,,-,,-,1,,3,,,-,1,,7,,5,,15,,16,,10,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""SOUTH CAROLINA"",""zip"":""""}', 'latitude': '34.009286', 'longitude': '-81.037094', 'needs_recoding': False}",
VIRGINIA,2016,2,,-,0,,2,,,-,,-,,-,3,,22,,,-,1,,11,,6,,31,,14,,5,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""VIRGINIA"",""zip"":""""}', 'latitude': '37.542699', 'longitude': '-78.45822', 'needs_recoding': False}",
WEST VIRGINIA,2016,2,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,1,,4,,,-,4,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""WEST VIRGINIA"",""zip"":""""}', 'latitude': '38.668501', 'longitude': '-80.709421', 'needs_recoding': False}",
E.S. CENTRAL,2016,2,,-,0,,3,,,-,,-,,-,14,,64,,5,,8,,1,,17,,27,,2,,23,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
ALABAMA,2016,2,,-,0,,1,,,-,,-,,-,3,,19,,1,,3,,,-,5,,11,,1,,9,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""ALABAMA"",""zip"":""""}', 'latitude': '32.839182', 'longitude': '-86.631125', 'needs_recoding': False}",
KENTUCKY,2016,2,,-,0,,0,,,-,,-,,-,2,,10,,1,,3,,,-,2,,8,,,-,2,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""KENTUCKY"",""zip"":""""}', 'latitude': '37.64591', 'longitude': '-84.774043', 'needs_recoding': False}",
MISSISSIPPI,2016,2,,-,0,,1,,,-,,-,,-,1,,8,,,-,,-,,-,3,,9,,,-,3,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MISSISSIPPI"",""zip"":""""}', 'latitude': '32.738663', 'longitude': '-89.537312', 'needs_recoding': False}",
TENNESSEE,2016,2,,-,0,,3,,,-,,-,,-,9,,41,,3,,2,,1,,6,,13,,1,,9,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""TENNESSEE"",""zip"":""""}', 'latitude': '35.681402', 'longitude': '-85.774444', 'needs_recoding': False}",
W.S. CENTRAL,2016,2,,-,0,,1,,,-,,-,1,,12,,72,,1,,3,,32,,49,,66,,61,,81,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
ARKANSAS,2016,2,,-,0,,1,,,-,,-,1,,11,,71,,1,,3,,,-,2,,9,,,-,,-,"{'human_address': '{""address"":"""",""city"":"""",""state"":""ARKANSAS"",""zip"":""""}', 'latitude': '34.748745', 'longitude': '-92.275105', 'needs_recoding': False}",
LOUISIANA,2016,2,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,11,,29,,1,,7,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""LOUISIANA"",""zip"":""""}', 'latitude': '31.2931', 'longitude': '-92.463284', 'needs_recoding': False}",
OKLAHOMA,2016,2,,-,0,,0,,,-,,-,,-,0,,16,,,-,,-,,-,2,,11,,,-,5,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""OKLAHOMA"",""zip"":""""}', 'latitude': '35.468494', 'longitude': '-97.521264', 'needs_recoding': False}",
TEXAS,2016,2,,-,0,,1,,,-,,-,,-,1,,5,,,-,,-,32,,33,,47,,60,,69,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""TEXAS"",""zip"":""""}', 'latitude': '31.827233', 'longitude': '-99.423022', 'needs_recoding': False}",
MOUNTAIN,2016,2,,-,0,,2,,,-,1,,,-,0,,3,,,-,,-,,-,25,,41,,3,,37,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
ARIZONA,2016,2,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,-,11,,19,,,-,13,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""ARIZONA"",""zip"":""""}', 'latitude': '34.869712', 'longitude': '-111.760902', 'needs_recoding': False}",
COLORADO,2016,2,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,5,,8,,1,,10,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""COLORADO"",""zip"":""""}', 'latitude': '38.841772', 'longitude': '-106.132562', 'needs_recoding': False}",
IDAHO,2016,2,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,8,,,-,,-,"{'human_address': '{""address"":"""",""city"":"""",""state"":""IDAHO"",""zip"":""""}', 'latitude': '43.680635', 'longitude': '-114.364237', 'needs_recoding': False}",
MONTANA,2016,2,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,2,,,-,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MONTANA"",""zip"":""""}', 'latitude': '47.062617', 'longitude': '-109.430168', 'needs_recoding': False}",
NEVADA,2016,2,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,6,,15,,,-,10,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NEVADA"",""zip"":""""}', 'latitude': '39.491833', 'longitude': '-117.070159', 'needs_recoding': False}",
NEW MEXICO,2016,2,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,2,,5,,,-,2,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NEW MEXICO"",""zip"":""""}', 'latitude': '34.520396', 'longitude': '-106.244402', 'needs_recoding': False}",
UTAH,2016,2,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,1,,5,,,-,1,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""UTAH"",""zip"":""""}', 'latitude': '39.359772', 'longitude': '-111.584173', 'needs_recoding': False}",
WYOMING,2016,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""WYOMING"",""zip"":""""}', 'latitude': '43.23558', 'longitude': '-108.110518', 'needs_recoding': False}",
PACIFIC,2016,2,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,17,,104,,133,,57,,216,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
ALASKA,2016,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"{'human_address': '{""address"":"""",""city"":"""",""state"":""ALASKA"",""zip"":""""}', 'latitude': '64.836661', 'longitude': '-147.738891', 'needs_recoding': False}",
CALIFORNIA,2016,2,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,12,,89,,115,,44,,186,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""CALIFORNIA"",""zip"":""""}', 'latitude': '37.640735', 'longitude': '-121.002435', 'needs_recoding': False}",
HAWAII,2016,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,4,,,-,3,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""HAWAII"",""zip"":""""}', 'latitude': '21.30992', 'longitude': '-157.858158', 'needs_recoding': False}",
OREGON,2016,2,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,2,,6,,10,,5,,13,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""OREGON"",""zip"":""""}', 'latitude': '44.567912', 'longitude': '-120.156945', 'needs_recoding': False}",
WASHINGTON,2016,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,8,,13,,8,,14,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""WASHINGTON"",""zip"":""""}', 'latitude': '47.517368', 'longitude': '-120.467672', 'needs_recoding': False}",
AMER. SAMOA,2016,2,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"{'human_address': '{""address"":"""",""city"":"""",""state"":""AMER. SAMOA"",""zip"":""""}', 'needs_recoding': False}",
C.N.M.I.,2016,2,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"{'human_address': '{""address"":"""",""city"":"""",""state"":""C.N.M.I."",""zip"":""""}', 'needs_recoding': False}",
GUAM,2016,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"{'human_address': '{""address"":"""",""city"":"""",""state"":""GUAM"",""zip"":""""}', 'latitude': '13.3532', 'longitude': '144.653198', 'needs_recoding': False}",
PUERTO RICO,2016,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,37,,,-,7,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""PUERTO RICO"",""zip"":""""}', 'latitude': '18.215692', 'longitude': '-66.414655', 'needs_recoding': False}",
VIRGIN ISL.,2016,2,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"{'human_address': '{""address"":"""",""city"":"""",""state"":""VIRGIN ISL."",""zip"":""""}', 'needs_recoding': False}",
UNITED STATES,2016,3,,-,1,,10,,,-,2,,1,,50,,214,,16,,31,,74,,438,,533,,430,,1095,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
NEW ENGLAND,2016,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,-,12,,25,,1,,25,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
CONNECTICUT,2016,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,-,1,,7,,,-,5,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""CONNECTICUT"",""zip"":""""}', 'latitude': '41.544654', 'longitude': '-72.651713', 'needs_recoding': False}",
MAINE,2016,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,5,,,-,,-,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MAINE"",""zip"":""""}', 'latitude': '45.252223', 'longitude': '-68.986647', 'needs_recoding': False}",
MASSACHUSETTS,2016,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,7,,15,,1,,15,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MASSACHUSETTS"",""zip"":""""}', 'latitude': '42.268546', 'longitude': '-72.085064', 'needs_recoding': False}",
NEW HAMPSHIRE,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,7,,,-,2,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NEW HAMPSHIRE"",""zip"":""""}', 'latitude': '43.657736', 'longitude': '-71.500736', 'needs_recoding': False}",
RHODE ISLAND,2016,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,1,,5,,,-,,-,"{'human_address': '{""address"":"""",""city"":"""",""state"":""RHODE ISLAND"",""zip"":""""}', 'latitude': '41.707447', 'longitude': '-71.522488', 'needs_recoding': False}",
VERMONT,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""VERMONT"",""zip"":""""}', 'latitude': '43.622479', 'longitude': '-72.51927', 'needs_recoding': False}",
MID. ATLANTIC,2016,3,,-,0,,2,,,-,,-,,-,2,,11,,2,,,-,10,,55,,84,,82,,115,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
NEW JERSEY,2016,3,,-,0,,1,,,-,,-,,-,0,,7,,,-,,-,,-,6,,14,,,-,18,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NEW JERSEY"",""zip"":""""}', 'latitude': '40.104655', 'longitude': '-74.386686', 'needs_recoding': False}",
NEW YORK,2016,3,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,4,,8,,34,,10,,5,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NEW YORK"",""zip"":""""}', 'latitude': '42.826892', 'longitude': '-75.544286', 'needs_recoding': False}",
NEW YORK CITY,2016,3,,-,0,,0,,,-,,-,,-,0,,3,,1,,,-,3,,28,,45,,40,,64,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NEW YORK CITY"",""zip"":""""}', 'needs_recoding': False}",
PENNSYLVANIA,2016,3,,-,0,,2,,,-,,-,,-,0,,4,,1,,,-,3,,12,,22,,32,,28,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""PENNSYLVANIA"",""zip"":""""}', 'latitude': '40.789676', 'longitude': '-77.858055', 'needs_recoding': False}",
E.N. CENTRAL,2016,3,,-,0,,3,,,-,,-,,-,1,,7,,,-,1,,,-,42,,64,,14,,116,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
ILLINOIS,2016,3,,-,0,,3,,,-,,-,,-,0,,6,,,-,,-,,-,17,,33,,6,,45,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""ILLINOIS"",""zip"":""""}', 'latitude': '40.477092', 'longitude': '-88.993221', 'needs_recoding': False}",
INDIANA,2016,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,6,,15,,4,,6,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""INDIANA"",""zip"":""""}', 'latitude': '39.76845', 'longitude': '-86.156212', 'needs_recoding': False}",
MICHIGAN,2016,3,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,6,,12,,,-,30,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MICHIGAN"",""zip"":""""}', 'latitude': '44.66399', 'longitude': '-84.711206', 'needs_recoding': False}",
OHIO,2016,3,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,-,9,,21,,1,,31,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""OHIO"",""zip"":""""}', 'latitude': '40.056807', 'longitude': '-82.405897', 'needs_recoding': False}",
WISCONSIN,2016,3,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,1,,4,,3,,4,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""WISCONSIN"",""zip"":""""}', 'latitude': '44.395526', 'longitude': '-89.834513', 'needs_recoding': False}",
W.N. CENTRAL,2016,3,,-,0,,4,,,-,,-,,-,6,,25,,,-,1,,1,,15,,27,,18,,38,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
IOWA,2016,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,1,,5,,3,,3,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""IOWA"",""zip"":""""}', 'latitude': '42.46942', 'longitude': '-93.815856', 'needs_recoding': False}",
KANSAS,2016,3,,-,0,,1,,,-,,-,,-,2,,13,,,-,,-,,-,1,,5,,2,,5,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""KANSAS"",""zip"":""""}', 'latitude': '38.345528', 'longitude': '-98.201847', 'needs_recoding': False}",
MINNESOTA,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,11,,,-,7,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MINNESOTA"",""zip"":""""}', 'latitude': '44.943719', 'longitude': '-93.094281', 'needs_recoding': False}",
MISSOURI,2016,3,,-,0,,1,,,-,,-,,-,4,,18,,,-,1,,1,,6,,13,,13,,11,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MISSOURI"",""zip"":""""}', 'latitude': '38.636168', 'longitude': '-92.566292', 'needs_recoding': False}",
NEBRASKA,2016,3,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,,-,0,,4,,,-,4,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NEBRASKA"",""zip"":""""}', 'latitude': '41.640503', 'longitude': '-99.367122', 'needs_recoding': False}",
NORTH DAKOTA,2016,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NORTH DAKOTA"",""zip"":""""}', 'latitude': '47.475879', 'longitude': '-100.121011', 'needs_recoding': False}",
SOUTH DAKOTA,2016,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,,-,7,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""SOUTH DAKOTA"",""zip"":""""}', 'latitude': '44.35371', 'longitude': '-100.373709', 'needs_recoding': False}",
S. ATLANTIC,2016,3,,-,0,,5,,,-,1,,,-,9,,80,,1,,11,,29,,111,,152,,95,,273,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
DELAWARE,2016,3,,-,0,,0,,,-,,-,,-,0,,3,,,-,,-,,-,1,,10,,,-,,-,"{'human_address': '{""address"":"""",""city"":"""",""state"":""DELAWARE"",""zip"":""""}', 'latitude': '39.008676', 'longitude': '-75.574561', 'needs_recoding': False}",
DIST. OF COL.,2016,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,,-,8,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""DIST. OF COL."",""zip"":""""}', 'needs_recoding': False}",
FLORIDA,2016,3,,-,0,,1,,,-,,-,,-,0,,5,,,-,2,,2,,39,,55,,22,,102,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""FLORIDA"",""zip"":""""}', 'latitude': '28.915325', 'longitude': '-81.922409', 'needs_recoding': False}",
GEORGIA,2016,3,,-,0,,5,,,-,1,,,-,0,,0,,,-,,-,20,,27,,43,,26,,68,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""GEORGIA"",""zip"":""""}', 'latitude': '32.836038', 'longitude': '-83.631709', 'needs_recoding': False}",
MARYLAND,2016,3,,-,0,,0,,,-,,-,,-,0,,3,,,-,,-,,-,8,,19,,,-,9,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MARYLAND"",""zip"":""""}', 'latitude': '39.290443', 'longitude': '-76.612333', 'needs_recoding': False}",
NORTH CAROLINA,2016,3,,-,0,,1,,,-,,-,,-,4,,67,,,-,4,,,-,22,,43,,3,,64,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""NORTH CAROLINA"",""zip"":""""}', 'latitude': '35.47995', 'longitude': '-79.180571', 'needs_recoding': False}",
SOUTH CAROLINA,2016,3,,-,0,,1,,,-,,-,,-,1,,3,,,-,2,,5,,5,,15,,28,,10,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""SOUTH CAROLINA"",""zip"":""""}', 'latitude': '34.009286', 'longitude': '-81.037094', 'needs_recoding': False}",
VIRGINIA,2016,3,,-,0,,2,,,-,,-,,-,3,,22,,1,,2,,2,,6,,31,,16,,7,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""VIRGINIA"",""zip"":""""}', 'latitude': '37.542699', 'longitude': '-78.45822', 'needs_recoding': False}",
WEST VIRGINIA,2016,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,1,,4,,,-,5,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""WEST VIRGINIA"",""zip"":""""}', 'latitude': '38.668501', 'longitude': '-80.709421', 'needs_recoding': False}",
E.S. CENTRAL,2016,3,,-,0,,3,,,-,,-,1,,14,,64,,11,,11,,7,,17,,27,,10,,29,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
ALABAMA,2016,3,,-,0,,1,,,-,,-,,-,3,,19,,3,,3,,7,,6,,11,,9,,10,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""ALABAMA"",""zip"":""""}', 'latitude': '32.839182', 'longitude': '-86.631125', 'needs_recoding': False}",
KENTUCKY,2016,3,,-,0,,0,,,-,,-,,-,2,,10,,3,,4,,,-,2,,8,,,-,3,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""KENTUCKY"",""zip"":""""}', 'latitude': '37.64591', 'longitude': '-84.774043', 'needs_recoding': False}",
MISSISSIPPI,2016,3,,-,0,,1,,,-,,-,,-,1,,8,,,-,1,,,-,3,,9,,,-,4,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""MISSISSIPPI"",""zip"":""""}', 'latitude': '32.738663', 'longitude': '-89.537312', 'needs_recoding': False}",
TENNESSEE,2016,3,,-,0,,3,,,-,,-,1,,9,,41,,5,,3,,,-,6,,13,,1,,12,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""TENNESSEE"",""zip"":""""}', 'latitude': '35.681402', 'longitude': '-85.774444', 'needs_recoding': False}",
W.S. CENTRAL,2016,3,,-,0,,1,,,-,,-,,-,13,,72,,1,,4,,14,,49,,67,,93,,121,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
ARKANSAS,2016,3,,-,0,,1,,,-,,-,,-,11,,71,,1,,4,,,-,2,,9,,1,,,-,"{'human_address': '{""address"":"""",""city"":"""",""state"":""ARKANSAS"",""zip"":""""}', 'latitude': '34.748745', 'longitude': '-92.275105', 'needs_recoding': False}",
LOUISIANA,2016,3,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,2,,11,,30,,7,,16,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""LOUISIANA"",""zip"":""""}', 'latitude': '31.2931', 'longitude': '-92.463284', 'needs_recoding': False}",
OKLAHOMA,2016,3,,-,0,,0,,,-,,-,,-,0,,16,,,-,,-,,-,2,,11,,1,,6,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""OKLAHOMA"",""zip"":""""}', 'latitude': '35.468494', 'longitude': '-97.521264', 'needs_recoding': False}",
TEXAS,2016,3,,-,0,,1,,,-,,-,,-,1,,5,,,-,,-,12,,34,,47,,84,,99,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""TEXAS"",""zip"":""""}', 'latitude': '31.827233', 'longitude': '-99.423022', 'needs_recoding': False}",
MOUNTAIN,2016,3,,-,0,,2,,,-,1,,,-,0,,3,,,-,1,,1,,26,,41,,8,,62,,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}",
ARIZONA,2016,3,,-,0,,2,,,-,1,,,-,0,,1,,,-,1,,,-,11,,19,,,-,24,,"{'human_address': '{""address"":"""",""city"":"""",""state"":""ARIZONA"",""zip"":""""}', 'latitude': '34.869712', 'longitude': '-111.760902', 'needs_recoding': False}",
